y9dubI2qOWZA,12/24/2015,9:46:03 PM,42.0104,-91.7215,7.21
rQYAAyXLFLbv,1/1/2016,5:10:40 AM,38.9199,-76.9725,28.82
fAaa2B26gYZU,1/13/2016,10:02:08 AM,-12.2578,-38.9691,229.00
o8HboGUrhGqN,1/25/2016,3:27:44 PM,40.6875,-75.5323,39.00
jdZqXhttEkwU,1/26/2016,7:27:23 PM,39.0038,-77.4583,59.00
MeIJEDWSMbws,1/26/2016,7:27:23 PM,39.0038,-77.4583,59.00
OVpxKfUZhlle,1/26/2016,7:27:23 PM,39.0038,-77.4583,59.00
7asLzHOIyNMU,2/5/2016,5:27:29 PM,26.7901,-80.0829,45.00
jc5HIBP1ITeW,2/9/2016,1:34:21 AM,46.7062,-100.6048,15.58
dxdhjezfwHLd,2/21/2016,3:48:46 PM,40.9149,-73.8373,14.38
MPLaCPLA2Qp2,2/21/2016,9:32:59 PM,33.7609,-84.3976,100.00
qhvwLLDZo2u7,3/1/2016,9:04:45 PM,38.2539,-85.7540,31.00
fwntk1Gdwl6f,3/1/2016,9:11:48 PM,38.2543,-85.7526,304.00
S7ShyTxrMVBu,3/1/2016,9:11:48 PM,38.2543,-85.7526,304.00
up8AVoF06TrD,3/1/2016,9:11:48 PM,38.2543,-85.7526,304.00
QJABczBxeZZC,3/1/2016,9:39:45 PM,38.2535,-85.7030,155.00
ohSrkLJLd9Xo,3/12/2016,12:58:48 PM,12.9264,100.8729,182.00
8IzIhv6fw8us,3/20/2016,11:57:50 PM,35.5726,-80.6371,9.90
7XW1FuNyjNIQ,4/10/2016,4:30:18 PM,32.1471,-82.9071,10.34
gO17Ya35iQEF,4/17/2016,6:51:35 PM,41.7051,-73.9293,27.52
e3CrBC9mp3pO,4/20/2016,11:32:22 PM,35.4575,-94.0293,43.00
061FhmjxaNwX,4/23/2016,3:54:03 PM,41.3884,-72.8797,23.51
LigxfIcif0bK,4/23/2016,3:54:03 PM,41.3884,-72.8797,23.51
Z7iMOya0eVlo,4/28/2016,6:17:34 AM,36.1699,-115.1427,29.76
Y9S15t6h94bO,5/12/2016,1:16:25 AM,37.7451,-77.5079,28.42
dMI8O7FKzl6h,5/22/2016,11:33:31 AM,26.7103,-80.0531,66.00
InOE8cADKnX4,5/27/2016,10:10:59 AM,34.5955,135.4816,65.00
wOamQGXzTlJR,5/27/2016,7:17:37 PM,36.7330,-119.7825,40.00
zyvQEHEg6741,6/2/2016,2:57:09 AM,33.3283,-111.9269,20.98
bnNuHoJdKjde,6/11/2016,3:21:09 PM,36.1760,-94.2234,7.06
cQYmReknbPkG,6/11/2016,3:21:09 PM,36.1760,-94.2234,7.06
sZ78kL0zobvg,6/17/2016,11:07:47 PM,34.0470,-77.9015,12.68
ymwS8Qn59NSb,6/19/2016,7:03:58 PM,21.2757,-157.6894,30.00
IkP26O94oBKH,6/26/2016,1:28:06 PM,27.1164,-80.2524,16.28
ohUnhehEapFM,6/26/2016,1:28:06 PM,27.1164,-80.2524,16.28
7VHLODfz3izr,7/11/2016,12:29:07 AM,35.4503,-83.9413,19.11
VWm4ro9YLqDU,7/11/2016,12:29:07 AM,35.4503,-83.9413,19.11
43foDQYA6mAs,7/15/2016,6:23:37 PM,32.8399,-117.2451,46.00
egYCyBuwe6pq,7/28/2016,11:40:41 PM,41.6539,-71.1977,32.00
dVd5mzhrWagJ,7/30/2016,2:48:31 AM,27.8220,-82.3344,11.26
mREqbfihi5ce,8/13/2016,12:43:42 AM,38.2631,-85.7445,7.54
EYlY6m9R7qpT,8/13/2016,6:39:55 PM,42.9145,-71.4038,17.61
yDMidfjNDQ6q,8/13/2016,6:39:55 PM,42.9145,-71.4038,17.61
RTFV4x12kjIB,8/14/2016,7:18:20 PM,44.7234,-123.9113,245.00
uVHhYKe0Elw4,8/17/2016,10:34:41 PM,40.7110,-74.0133,8.34
iA6qVpEJwjB7,8/21/2016,5:17:21 PM,32.7771,-117.0454,66.00
fnqa7spAN0pv,8/24/2016,12:30:25 PM,33.9633,-78.3735,52.00
6t05b18PUpyY,8/25/2016,2:09:07 AM,36.0391,-111.8325,33.00
jBZUcurMNDKA,8/25/2016,2:09:07 AM,36.0391,-111.8325,33.00
d1KQFoC1ykJv,9/4/2016,7:10:16 PM,32.8009,-79.7398,3.55
XWGsbjZjcmoG,9/10/2016,6:10:08 PM,27.3317,-80.4181,45.00
HkVrjygZurHn,9/18/2016,9:49:03 PM,37.1502,-121.9929,55.00
kuC8IgCMEiEK,9/23/2016,2:11:57 AM,46.8937,-120.0180,17.84
Vv74xtI6hok6,9/23/2016,2:11:57 AM,46.8937,-120.0180,17.84
wS9EWeaGD1gP,9/23/2016,2:11:57 AM,46.8937,-120.0180,17.84
aLcGAtiaZf7o,10/1/2016,4:18:23 PM,34.4735,-77.5810,33.00
TKRU8uD7hYG0,10/1/2016,8:28:27 PM,41.3337,-75.7561,51.00
474pJ5EuT5Nv,10/3/2016,6:45:53 PM,64.8398,-147.7141,32.00
X2fVJl4EnXV8,10/3/2016,7:07:40 PM,64.8397,-147.7143,60.00
GrvrfwJNHQfc,10/20/2016,4:35:52 PM,40.3143,-83.0767,80.00
787156vPUbBW,10/21/2016,3:27:58 AM,35.2510,-81.0480,7.04
vnAnAolybHQy,10/21/2016,4:41:22 PM,35.5898,-83.3994,8.97
yJPpZpiyuAKI,10/21/2016,4:41:22 PM,35.5898,-83.3994,8.97
qwyLBHDDSSDI,11/5/2016,12:44:05 AM,27.1825,-80.2227,28.55
ievtBmWytXHM,11/7/2016,2:19:56 PM,42.4279,-83.4544,123.00
IILUnaKclI9Y,11/8/2016,8:18:36 PM,30.4437,-91.1843,4.92
zKjQrCnX75Bl,11/8/2016,8:18:36 PM,30.4437,-91.1843,4.92
cdzjdzCQI6bP,11/11/2016,3:03:05 PM,32.9296,-94.9244,261.00
7PW199V66gsX,12/11/2016,3:10:17 AM,30.6495,-97.6253,205.00
iflhHaHwngwI,12/11/2016,3:10:17 AM,30.6495,-97.6253,205.00
MMbHArbDNJOy,12/11/2016,11:44:30 PM,33.3649,-84.7230,23.18
M1Pep9lbiDzy,12/16/2016,5:50:34 PM,42.9145,-71.4039,14.89
tBZWVoRDiOT0,12/16/2016,5:50:34 PM,42.9145,-71.4039,14.89
6d2EHGwWRKhc,12/24/2016,8:32:44 PM,38.9526,-94.9658,15.42
VB3LmJhB5UeU,12/26/2016,10:48:18 PM,39.1379,-121.5932,1.80
2DjRRPN5R3Nx,1/3/2017,10:56:42 PM,30.3808,-86.8527,18.05
0jkCRWSKvuBV,1/6/2017,4:59:35 PM,37.4889,-79.4434,8.82
OvPvrdSKsjbd,1/7/2017,3:20:01 AM,35.5191,-83.1054,6.17
OxwCHvdMAUas,1/13/2017,2:07:30 PM,38.2014,-81.5141,40.00
MEzv3yC4G25V,1/13/2017,8:19:50 PM,33.6664,-78.9086,38.00
5MSiI0t1BqLl,1/17/2017,11:44:52 AM,37.3712,-121.9118,51.00
PEXepWlSBaCu,1/21/2017,9:47:15 PM,38.8974,-77.0335,115.00
SqFuh5MYhd7O,1/28/2017,2:29:07 PM,35.8290,-83.5742,27.73
cD71XFDMldC5,1/31/2017,10:04:52 PM,28.2815,-82.1422,35.00
OLDz1o3YX1Kc,2/5/2017,3:07:13 AM,46.7062,-100.6048,4.87
siRDqpUsgEPL,2/17/2017,2:54:13 PM,-20.3628,-43.4160,36.00
EW7PHKaRt5q3,2/18/2017,6:13:50 AM,40.4030,-104.6719,2.50
gPKjfMvOZEKL,2/18/2017,10:48:24 PM,28.0973,-80.6267,47.00
8a9oH2goOOdd,2/18/2017,10:51:35 PM,28.0950,-80.6271,44.00
m90fZ39BkxJi,3/5/2017,5:24:44 PM,38.3309,-81.4544,10.67
tPPwBGBHlnkK,3/8/2017,11:08:14 PM,40.6153,-79.1619,44.00
mJrbSR717OnI,3/23/2017,9:16:25 PM,34.2365,-118.3171,11.24
ry49vmezesiU,3/23/2017,9:16:53 PM,34.2366,-118.3174,8.97
TV58uHgTr9gd,3/23/2017,9:16:53 PM,34.2366,-118.3174,8.97
cISWVmONxDCW,3/25/2017,2:26:34 AM,46.7062,-100.6047,47.00
HQthGWcQyo5m,3/27/2017,1:02:18 AM,28.3602,-81.5562,20.27
Zy0LVWiUxWMm,4/3/2017,6:50:53 AM,45.5231,-122.6761,62.00
dtu5gZeyjP1N,4/4/2017,1:52:37 AM,36.0745,-86.6824,46.00
xp177Y0a3a0e,4/7/2017,7:16:06 PM,40.4734,-79.7859,60.00
dPYlKdTzkXKW,4/8/2017,8:44:17 PM,37.7808,-122.4121,70.00
aOezG9mwXzk3,4/8/2017,10:29:11 PM,40.7410,-73.7775,150.00
SPmVIcDMo4t3,4/9/2017,2:11:23 PM,45.9705,8.9707,21.61
VWN600kbBCC1,4/14/2017,1:51:53 AM,33.8022,-112.2822,15.51
KAR2WSKZufw7,4/17/2017,4:33:55 AM,26.1775,-80.1636,64.00
CzTqVcpXeV5T,4/18/2017,3:13:11 AM,26.1871,-80.1359,26.37
eq2EVEMxYkge,4/18/2017,9:28:05 PM,41.8931,-87.6220,98.00
pMgx2f1Dn9ui,5/1/2017,4:09:12 AM,36.8209,-119.6953,56.00
goMtRsYPIhNU,5/6/2017,5:05:56 AM,28.7949,-82.3481,49.00
lgNqDgkkWDYd,5/7/2017,12:42:39 AM,33.6334,-117.8003,0.53
MMF9zQjfCpeF,5/7/2017,8:24:16 PM,25.1040,-80.5675,21.57
DiXCZVWhuIvj,5/8/2017,6:50:16 PM,49.3091,-124.4122,24.37
qQhbNaur7Nrm,5/14/2017,4:34:44 PM,47.6410,-122.0185,2.08
oJejemdhORnD,5/18/2017,8:08:15 PM,28.7854,-81.2620,62.00
peaFbcE4p8ES,5/18/2017,8:08:15 PM,28.7854,-81.2620,62.00
S2Rc7ZA8B6vI,5/20/2017,8:03:16 PM,40.8310,-74.3565,47.00
nEKLJFsbXaRt,5/26/2017,7:41:09 PM,24.9151,-80.5225,29.47
O8tqosDNbi3t,5/26/2017,7:41:09 PM,24.9151,-80.5225,29.47
7qiAUPY1zY0u,5/28/2017,4:25:37 PM,39.8008,-86.2305,148.00
CPWXHsQC37HJ,5/29/2017,5:44:48 PM,42.1939,-71.2705,9.84
rtEb0BirazS6,5/29/2017,5:44:48 PM,42.1939,-71.2705,9.84
ebB1bTvdAm9z,5/29/2017,10:11:09 PM,17.1733,-61.8310,21.50
851vpp2cBPVu,6/1/2017,9:35:20 PM,42.8735,-85.6659,212.00
Nl3JD6b1JJxv,6/16/2017,4:40:58 PM,30.4047,-86.9875,7.08
BuIv3AXYRBh3,6/23/2017,3:25:35 AM,37.9776,-122.3674,38.00
cu1X7EEKH2aU,6/26/2017,2:33:53 AM,38.9484,-81.7600,33.00
u7khstORB8sl,7/2/2017,6:34:15 PM,33.7321,-84.3947,87.00
qOqmNhmcMoXq,7/3/2017,1:43:37 AM,44.9641,-63.5161,96.00
QmeyuquCGcab,7/4/2017,3:44:20 PM,34.0295,-86.9379,6.47
jxo7AIiOzKtX,7/5/2017,2:16:48 AM,41.2311,-81.6579,24.49
twsbdOv3vuLS,7/5/2017,6:29:48 PM,49.1740,-123.8490,3.55
9WEyz2gkXLkn,7/7/2017,11:01:14 AM,42.7435,-84.5964,2.86
RnmFumCdCqeT,7/7/2017,11:01:14 AM,42.7435,-84.5964,2.86
tawOYym7sIER,7/7/2017,11:01:20 AM,42.7435,-84.5964,37.00
qGLEinTtflxp,7/8/2017,11:35:50 PM,36.1292,-115.1663,25.70
kRMxeNIPtaHF,7/9/2017,12:33:29 AM,38.6641,-121.5270,25.85
4YfeW7qBhTFq,7/12/2017,9:20:39 PM,29.2053,-80.9962,36.00
72GNvn4iSdFf,7/12/2017,9:20:39 PM,29.2053,-80.9962,36.00
c6XW52tXBHXO,7/12/2017,9:20:39 PM,29.2053,-80.9962,36.00
10QOQ4CddIil,7/15/2017,2:40:52 PM,37.9446,-107.8299,173.00
MyiDY7ZZcO6c,7/15/2017,3:31:06 PM,36.3341,-86.6244,19.51
QDe2GBVwTUIH,7/21/2017,1:30:43 PM,33.6934,-117.8484,15.33
SC5H41CweJNz,7/21/2017,3:17:54 PM,33.1492,-97.6462,40.00
fovikaepf8hE,7/22/2017,2:38:48 PM,45.5453,-69.5381,8.74
dcHApjZi0SCo,7/22/2017,10:30:51 PM,43.4641,-111.8841,10.50
900uWjiR0pJj,8/5/2017,7:38:54 PM,43.8314,-73.4061,27.72
Kgl2SQ5aaDEd,8/6/2017,3:38:34 PM,26.2158,50.6111,128.00
TqySQKA2VdYW,8/7/2017,6:59:06 AM,32.6343,-97.1328,33.00
AxcxlZIzXXqM,8/10/2017,8:10:45 PM,44.6103,-110.4046,51.00
piivIG357Ymi,8/14/2017,1:56:07 AM,33.6243,-112.1882,46.00
EeadoUjHvbJN,8/16/2017,10:45:56 PM,37.0876,-113.3814,80.00
OLU5tnuE7n9B,8/16/2017,10:49:43 PM,37.0875,-113.3815,68.00
dZVVGUWYLl3c,8/22/2017,8:27:31 PM,35.2624,-81.8095,20.39
EInc9UeUjuIr,8/25/2017,11:12:17 AM,37.3711,-121.9115,34.00
jvBbyAbAEwaE,8/25/2017,3:35:06 PM,47.1400,-88.5519,31.00
dSLNPIB1R7m5,8/27/2017,12:14:08 AM,37.7793,-122.4184,28.07
tFrNQd2Qzcuy,8/27/2017,12:31:11 AM,44.4978,-73.1200,264.00
9m0jjh6W2Wj5,8/29/2017,1:32:47 AM,44.8898,-97.2660,7.67
uZXxTLAHCECA,9/4/2017,12:54:06 AM,40.3684,-80.6364,19.08
sOb0kKfbAbtT,9/9/2017,2:52:53 AM,39.1881,-119.7037,54.00
HRw6AAmAPl24,9/17/2017,10:31:13 PM,64.8398,-147.7142,138.00
UEOI7jB4dgk7,9/17/2017,10:31:13 PM,64.8398,-147.7142,138.00
DjMd4nalPyC0,9/17/2017,10:32:26 PM,64.8397,-147.7143,169.00
EFKxE34jise3,9/17/2017,10:32:26 PM,64.8397,-147.7143,169.00
mfI6Ar2813O2,9/17/2017,10:32:26 PM,64.8397,-147.7143,169.00
WMDZKbmxWkUp,9/17/2017,10:32:26 PM,64.8397,-147.7143,169.00
5do9ztIIR5Al,9/17/2017,10:33:14 PM,64.8398,-147.7141,25.11
J2XNrbBWYslC,9/17/2017,10:33:27 PM,64.8400,-147.7142,53.00
ZTUN90xcb5k5,9/17/2017,10:39:16 PM,64.8396,-147.7141,144.00
XccoAeF2GIid,9/19/2017,6:32:31 PM,35.9586,-96.1211,10.31
vct7xqOuAqCu,9/22/2017,7:01:50 AM,28.4114,-96.3542,40.00
3AxGvx6jbzq1,9/23/2017,2:48:18 PM,31.1988,-97.9201,2.04
PhXSuzgkRXgW,9/25/2017,12:26:36 AM,41.7688,-72.6773,15.07
IddGdZZq3kRd,9/25/2017,4:19:07 AM,35.6467,-87.0026,98.00
3NpR2PYNKiY6,9/28/2017,11:55:13 AM,30.5020,-90.7951,124.00
pqzd34MRTJBh,9/29/2017,2:18:20 AM,30.5019,-90.7949,28.09
X424tBnF1joB,9/29/2017,3:20:34 AM,33.2350,-111.6111,215.00
EDKNHrCBZ5Zn,9/29/2017,11:23:32 PM,38.5060,-82.7450,167.00
VLGpSSfO4bEn,9/29/2017,11:23:32 PM,38.5060,-82.7450,167.00
ruvAC11Gq0C4,10/2/2017,4:54:42 AM,36.0948,-115.1715,9.47
Sh9N6wO4xCnV,10/3/2017,1:27:23 AM,27.2499,-82.4459,58.00
k0oGQBEJPQGL,10/5/2017,11:44:58 PM,37.7972,-121.1442,24.00
sOpYzZdOQbjc,10/6/2017,12:29:28 PM,50.7200,-1.7146,5.93
EsJNXrepGRIj,10/6/2017,1:21:45 PM,50.7116,-1.6643,26.97
NAHxWQLlVmgs,10/6/2017,1:21:45 PM,50.7116,-1.6643,26.97
vYiKsWLibutC,10/6/2017,1:21:45 PM,50.7116,-1.6643,26.97
cLiAmTLR0l6K,10/9/2017,4:32:00 PM,33.0464,-96.7454,15.85
jyf66XwUhEIp,10/9/2017,4:32:00 PM,33.0464,-96.7454,15.85
oXsje4h5JLZ3,10/9/2017,4:32:00 PM,33.0464,-96.7454,15.85
Z8t3E7VVJkgw,10/9/2017,4:32:00 PM,33.0464,-96.7454,15.85
d76UY4hTSM7Y,10/10/2017,3:18:43 PM,41.2359,-80.8194,60.00
pS2jFquJk7CD,10/12/2017,1:35:56 AM,34.0012,-96.5539,4.93
lFtdSz6ZI3Md,10/15/2017,11:56:26 PM,36.9863,-93.5470,21.98
GGyAopZF1Ci0,10/17/2017,3:46:41 AM,30.3511,-97.6961,60.00
LFMvsZIEQF2P,10/25/2017,6:27:21 PM,43.9991,-123.0807,2.17
C9SeIco42M8k,10/25/2017,9:42:50 PM,38.2543,-85.7526,304.00
nIAFJBcG9fDC,10/26/2017,9:07:58 PM,42.9123,-106.5186,9.04
H89ZQPBBfhZA,11/2/2017,11:14:17 PM,39.4479,-87.4053,11.08
iuG3RNW1G3ky,11/6/2017,8:48:57 PM,40.1945,-73.9623,18.03
McMZwEQa3rtK,11/9/2017,10:49:14 AM,64.8397,-147.7142,57.00
kz7KmKqqQXRc,11/9/2017,12:23:10 PM,64.8393,-147.7139,32.00
M22qfHivvT6m,11/9/2017,1:50:41 PM,37.3680,-122.2152,247.00
Tbhk5yNn4U2Z,11/9/2017,6:17:41 PM,40.7113,-74.0131,27.89
dEYgYu055i5S,11/10/2017,7:33:38 PM,40.6565,-73.6618,67.00
eXgDXHVqddrb,11/10/2017,7:33:38 PM,40.6565,-73.6618,67.00
rBEhb4E7my4U,11/10/2017,7:33:38 PM,40.6565,-73.6618,67.00
fWBV19K55kPu,11/11/2017,5:07:07 AM,39.5453,-104.9827,42.00
rYBw5KUci01H,11/11/2017,5:07:07 AM,39.5453,-104.9827,42.00
PJusCaNJvqtp,11/11/2017,10:59:56 PM,32.6022,-85.4898,47.00
qsiqRePly2fQ,11/14/2017,11:02:44 AM,41.8892,12.4913,33.00
nqhpMJbdcXJB,11/18/2017,10:32:17 AM,22.0713,-159.6619,2.43
j0EIPN4kwM5i,11/18/2017,3:52:03 PM,37.7820,-122.4051,29.20
o4iBYhr0aOPM,11/23/2017,3:07:07 PM,41.9465,-79.9783,222.00
d98qhPPVAxdQ,11/23/2017,10:27:13 PM,47.2403,-122.7605,2.90
nqe0Wec3hxx1,11/23/2017,10:27:13 PM,47.2403,-122.7605,2.90
NZz65DjwN7qd,11/23/2017,10:27:13 PM,47.2403,-122.7605,2.90
yk8zYO0xedtk,11/23/2017,10:27:13 PM,47.2403,-122.7605,2.90
1K7Ry8DW2xZO,11/24/2017,12:56:26 AM,32.7884,-116.9224,24.01
qtdTYJzoNkAu,11/24/2017,5:52:00 PM,40.7590,-73.9848,27.11
V740e2yX2VFM,11/24/2017,5:52:00 PM,40.7590,-73.9848,27.11
VcnlIsSEO9Lu,11/24/2017,5:52:00 PM,40.7590,-73.9848,27.11
VIondz4wSA9m,11/24/2017,5:52:00 PM,40.7590,-73.9848,27.11
ZYNHvPSfJVSY,11/26/2017,2:14:11 PM,-25.7852,28.3718,237.00
mqybLQsYSeFV,11/27/2017,6:53:06 PM,41.2376,-80.8217,63.00
dwDxRBWSINPv,11/28/2017,4:49:07 PM,45.5669,-122.4580,2.53
Gc5HIxiKvn6Y,12/1/2017,5:45:07 PM,34.2349,-117.3024,359.00
3mP0j8Ww25AT,12/1/2017,5:56:35 PM,34.2362,-117.3114,54.00
odS20120TOXm,12/1/2017,10:57:52 PM,24.6195,-80.3813,28.75
i5m9L9UFWKfU,12/4/2017,2:06:27 AM,64.8402,-147.7122,97.00
Ps1xjBPcUJ4b,12/4/2017,2:06:27 AM,64.8402,-147.7122,97.00
WWWpDLQXWAWf,12/4/2017,2:06:46 AM,64.8397,-147.7141,253.00
TPuTtcE2jML5,12/4/2017,3:10:46 AM,40.1231,-83.1751,195.00
ZJ1fgwFLJfAf,12/5/2017,10:18:11 AM,45.5999,-122.6561,435.00
UPQoidbLwoOS,12/7/2017,8:39:25 PM,44.7507,-95.7170,149.00
B7yjJR2BmZkE,12/8/2017,12:52:27 AM,40.7585,-73.9797,19.70
K2f2hGoyeP7o,12/8/2017,11:58:32 AM,38.9608,-76.8597,10.10
EUKCcwNye7KE,12/9/2017,11:28:26 PM,42.1817,-88.2116,37.00
KDenTMtXMTUj,12/17/2017,6:28:16 PM,40.4410,-80.0134,31.00
rOciQDg5EkJK,12/18/2017,6:01:42 PM,40.2865,-76.6690,89.00
PLktgiPoVhor,12/19/2017,5:27:41 PM,28.4194,-81.5822,77.00
F7h5g3dBRbP2,12/22/2017,12:44:20 PM,51.5039,-0.1191,129.00
sO7GHBYFPSMv,12/23/2017,10:19:58 AM,-37.5684,144.6938,29.08
ja0XwrUIzcfa,12/24/2017,6:44:25 PM,30.4637,-90.5091,50.00
723MH1IQmhFy,12/25/2017,3:33:46 AM,30.3980,-88.9874,269.00
inPiYNFsINi6,12/25/2017,8:35:29 PM,43.1306,-71.6422,24.55
oIsl3ZZ4zg85,12/25/2017,9:19:27 PM,43.1203,-71.6316,20.66
LhBPsJLoH7Ox,12/30/2017,3:02:14 PM,14.3330,-90.7964,11.12
nhwJQyRiEswW,12/31/2017,8:11:48 PM,40.7236,-73.2145,40.00
0nKScH6uQ7CN,1/3/2018,3:10:48 AM,38.3262,-85.3806,66.00
gFLfY3pEP7Ae,1/3/2018,12:40:00 PM,36.2589,136.9084,1.73
iAxJdKWJIjpN,1/3/2018,2:25:36 PM,-25.7848,28.3720,62.00
56vHfJH7L2me,1/15/2018,3:31:13 PM,39.7122,-75.0669,2.97
NAvwXl6LCnb3,1/15/2018,3:31:13 PM,39.7122,-75.0669,2.97
rz4iC41Jal7d,1/15/2018,3:31:13 PM,39.7122,-75.0669,2.97
VkHJefDKx8Zw,1/17/2018,4:21:55 PM,32.9129,-88.3432,37.00
